review_body,review_date
"Thank you Mangala, Gayan, Thushara for the very helpful service and to all the other staff for making it a great occasion. It was really wonderful and the service was great and the cake was really good as well. Will be surely returning",6-Jun-19
,
"Visited London Grill with the family for dinner. Great food as always and even better service by Trevin, Shankar, and Aruth. Best fine dining restaurant in Sri Lanka and the music and ambience are unmatched. ",6-Jun-19
,
"We just came here to have dinner at Noodles restaurant. Amazing place with really great food. Must try place in Colombo. Don't miss out. Reserve in advance, because it's usually full in the evening...",6-Jun-19
,
"Wow...one of the best pubs and excellent customer service.Always with smiling faces....specially Thilanka, Tuan, Maralanda, Manasa, Lalani, Sanjuka, Matilda,Madura, Sidath, Damith....keep it up always! We will continue to support Cinnamon Grand and Sri Lanka Tourism.",6-Jun-19
,
"We love everything about this hotel. The rooms, the coffee shop in the lobby, Lagoon restaurant & Tao! Love the staff, they are always so happy and willing to assist in any way they can. We have been staying here for years and the quality of service and the maintenance of the property has never changed. It is always of the highest quality. Also the coffee shop In the Lo by makes the best Mutton rolls I have ever eaten. Delicious!!!! Thank you Cinnamon Grand ❤️",5-Jun-19
,
We are great pleasure to dine at the Lagoon.Hashi greeted us allocated a nice table.and also she had long chat with us regarding her Restaurant Lagoon because our first time to Lagoon.really enjoyed our meal as she said Lagoon is a great seafood restaurant I recommend this restaurant as a best seafood restaurant in the Town.thankyou Hashi you are truly giving us a great service.,5-Jun-19
,
Me and my friends visited Noodles restaurant at Cinnamon Grand on the day of Eid. The staff were really friendly and flexible. The interior was stunning and the food was just delicious. Highly recommended for those who want to try different varieties of noodles. Was a lovely evening with my friends.,5-Jun-19
,
Friendly staff and great food in Noodles dining house! It’s really good place to come with friends and family. We have our meals within 20 mins after ordering. Super fast and very familiar staff. Cheers,5-Jun-19
,
I have been in cinnamon grand the staff is just very friendly. Especially lahiru at the bar. We had a nice chat while i was waiting for my driver to go to airportDon t hesitate to go thereYou will love the place.,5-Jun-19
,
"Priyadarshana,sampath,nishansala were amazing with their service, the ambiance is nice and calm. The service is so personal that we decided to swing by to write a wedding toast here. It's relaxing and great. A job well done as usual.",5-Jun-19
,
"Taking in the last few hours I have left here in Sri Lanka before I head off to India Traveling through Sri Lanka has been a breath taking experience. I have met some amazing people who have made me feel so welcome in this beautiful country and seen some incredible landscapes. Highlights of the trip has got to be pottering sessions in village , most of all meeting some of the kindest people .It’s been very eye opening coming to Sri Lanka after the horrific bombings that occurred over Easter this year. These events have heavily effected the people all over Sri Lanka in ways that I could never have imagined. Before the bombings happened, Sri Lanka was rated as the worlds top tourist destination and the future for the economy was looking bright. After speaking to locals in the tourism industry, almost 80% of tourists pulled out of their trips to Sri Lanka after the bombings happened. This has left hotels, hostels, restaurants and tourist attractions empty.My stay in cinnamon Grand is amazing I feel safe Talking to Priyadarshana he told me trajectory of the Sri Lanken economy is looking grim, and the only thing they asked of us is to spread the word of how incredible Sri Lanka is and how safe we felt when we have been here. People are still in shock here after what happened and unfortunately this country does not have the ability to bounce back as quickly as others might. I encourage anyone who is considering coming to Sri Lanka to just get amongst it as it benefits these people more than you think. Plus its very clear why this was one of the top tourist destinations in the world!",5-Jun-19
,
"Today me and my family went to Cinnamon Grand Noodles restaurant for dinner and we like to say, it was our best dinning experience we ever had . Manager and his team kept us entertaining all the time .drinks were amazing and the special cocktail ""Red rocket"" where only you can find in noodles restaurant is heavenly delicious, food was also good and quick. We felt that we were cared well and we wish to come back to noodles.",4-Jun-19
,
"Had dinner at cinnamon grand, delicious menu, superb meal that was perfectly served by Mr. Rashmika, who was so friendly, polite and exactly on time, all was so good. A perfect stay, fully recommended!!",4-Jun-19
,
"Experienced Great foods + Great service, Nirosh the style is unique and experience is surely memorable. that’s what Noodles is, thank you for the amazing time . We always love cinnamon simply because of this consistency.Highly recommended..!!",4-Jun-19
,
"Had an amazing food especially their fried chilli garlic prawns and their steam fish and they have also have a great hospitality, great service and their staff are very kind and humble. Highly Recommended.",4-Jun-19
,
We really enjoyed our meal and also highly recommended this Hotel security wise also. And also Hashi has a chat with us during our meal. We really like her company. Really helpful lady.Got a great service also by Dilani as well all the staff including priyantha. so friendly and educated. Thank you for giving us a great meal.,4-Jun-19
